ts,node,temp_c,hum,t_max,t_min,fault
2026-03-02 22:00:00,node-a,19.19,67.1,24.03,17.78,0
2026-03-02 22:00:00,node-b,19.92,72.2,24.03,17.71,0
2026-03-02 22:00:00,node-c,20.16,65.1,25.04,18.21,0
2026-03-02 22:00:00,node-c,20.16,65.1,25.04,18.21,0
2026-03-02 22:00:00,node-d,21.06,70.3,25.30,18.28,0
2026-03-02 22:00:00,node-e,21.05,67.6,26.52,18.95,0
2026-03-02 22:00:00,node-f,21.86,59.3,26.85,20.18,1
2026-03-02 22:15:00,node-a,19.46,73.8,24.03,17.78,0
2026-03-02 22:15:00,node-b,18.52,70.6,24.03,17.71,0
2026-03-02 22:15:00,node-c,20.29,65.9,25.04,18.21,0
2026-03-02 22:15:00,node-d,20.93,61.6,25.30,18.28,0
2026-03-02 22:15:00,node-e,20.69,65.7,26.52,18.95,0
2026-03-02 22:15:00,NODE-F,20.98,65.9,26.85,20.18,0
2026-03-02 22:30:00,node-a,19.14,71.0,24.03,17.78,0
2026-03-02 22:30:00,node-b,20.15,65.5,24.03,17.71,0
2026-03-02 22:30:00,node-b,20.15,65.5,24.03,17.71,0
2026-03-02 22:30:00,node-c,19.97,61.1,25.04,18.21,0
2026-03-02 22:30:00,node-d,20.89,80.5,25.30,18.28,0
2026-03-02 22:30:00, NODE-E ,20.22,69.5,26.52,18.95,0
2026-03-02 22:30:00,node-f,21.46,,26.85,20.18,0
2026-03-02 22:45:00,node-a,18.34,64.9,24.03,17.78,0
2026-03-02 22:45:00,node-b,18.01,78.5,24.03,17.71,0
2026-03-02 22:45:00,node-c,19.83,76.4,25.04,18.21,0
2026-03-02 22:45:00,node-d,20.23,65.5,25.30,18.28,0
2026-03-02 22:45:00,node-e,21.77,65.1,26.52,18.95,0
2026-03-02 22:45:00,node-f,20.98,62.9,26.85,20.18,0
2026-03-02 23:00:00,node-a,18.91,66.7,24.03,17.78,0
2026-03-02 23:00:00,node-b,19.33,76.7,24.03,17.71,0
2026-03-02 23:00:00,node-c,19.81,61.2,25.04,18.21,0
2026-03-02 23:00:00,node-d ,19.64,72.0,25.30,18.28,0
2026-03-02 23:00:00,node-e,20.82,60.5,26.52,18.95,0
2026-03-02 23:00:00,node-f,20.48,56.8,26.85,20.18,0
2026-03-02 23:15:00,node-a,,76.7,24.03,17.78,0
2026-03-02 23:15:00,node-b,19.81,72.8,24.03,17.71,0
2026-03-02 23:15:00,NODE-C,19.13,63.7,25.04,18.21,0
2026-03-02 23:15:00,node-d,18.85,60.4,25.30,18.28,0
2026-03-02 23:15:00,node-e,20.11,72.6,26.52,18.95,0
2026-03-02 23:15:00,node-f,20.59,58.7,26.85,20.18,0
2026-03-02 23:30:00,node-a,,78.0,24.03,17.78,0
2026-03-02 23:30:00,node-b,18.26,57.8,24.03,17.71,0
2026-03-02 23:30:00,node-c,18.51,72.9,25.04,18.21,0
2026-03-02 23:30:00,node-d,19.85,72.1,25.30,18.28,0
2026-03-02 23:30:00,node-e,20.44,63.8,26.52,18.95,0
2026-03-02 23:30:00,node-f,20.96,66.8,26.85,20.18,0
2026-03-02 23:45:00,node-a,18.08,,24.03,17.78,0
2026-03-02 23:45:00,node-b,18.37,69.8,24.03,17.71,0
2026-03-02 23:45:00,node-c,18.79,74.4,25.04,18.21,0
2026-03-02 23:45:00,node-d,19.07,55.0,25.30,18.28,0
2026-03-02 23:45:00,node-e,19.25,58.4,26.52,18.95,0
2026-03-02 23:45:00,node-f,20.59,66.1,26.85,20.18,0
2026-03-03 00:00:00,node-a ,18.29,80.3,23.33,15.92,0
2026-03-03 00:00:00,node-b,18.33,70.0,23.54,16.66,0
2026-03-03 00:00:00,node-c,19.01,65.9,24.97,17.12,0
2026-03-03 00:00:00,node-d,19.09,74.7,26.06,17.21,0
2026-03-03 00:00:00,node-e,19.37,59.8,25.97,17.99,0
2026-03-03 00:00:00, NODE-F ,20.57,68.0,26.77,17.96,0
2026-03-03 00:15:00,node-a,16.98,,23.33,15.92,0
2026-03-03 00:15:00,node-b,18.09,70.1,23.54,16.66,0
2026-03-03 00:15:00,node-c,19.28,74.9,24.97,17.12,0
2026-03-03 00:15:00,node-d,18.71,70.4,26.06,17.21,0
2026-03-03 00:15:00,node-e,19.50,62.7,25.97,17.99,0
2026-03-03 00:15:00,node-f,20.83,65.4,26.77,17.96,0
2026-03-03 00:30:00,node-a,17.53,81.3,23.33,15.92,0
2026-03-03 00:30:00,node-b,17.06,83.4,23.54,16.66,0
2026-03-03 00:30:00,node-c,18.46,79.7,24.97,17.12,0
2026-03-03 00:30:00,node-d,19.95,73.9,26.06,17.21,0
2026-03-03 00:30:00,node-e,19.09,70.7,25.97,17.99,0
2026-03-03 00:30:00,node-f,21.02,66.3,26.77,17.96,0
2026-03-03 00:45:00,node-a,17.82,73.6,23.33,15.92,0
2026-03-03 00:45:00,node-b,18.07,78.8,23.54,16.66,0
2026-03-03 00:45:00,node-c,18.79,89.5,24.97,17.12,0
2026-03-03 00:45:00,node-d ,18.44,64.7,26.06,17.21,0
2026-03-03 00:45:00,node-e,20.12,68.4,25.97,17.99,0
2026-03-03 00:45:00,node-f,21.40,67.4,26.77,17.96,0
2026-03-03 01:00:00,node-a,17.70,65.6,23.33,15.92,0
2026-03-03 01:00:00,node-b,17.43,77.3,23.54,16.66,0
2026-03-03 01:00:00, NODE-C ,18.88,76.9,24.97,17.12,0
2026-03-03 01:00:00,node-d,18.41,58.4,26.06,17.21,0
2026-03-03 01:00:00,node-e,19.99,51.9,25.97,17.99,0
2026-03-03 01:00:00,node-f,19.17,58.9,26.77,17.96,0
2026-03-03 01:15:00,node-a,16.22,77.5,23.33,15.92,0
2026-03-03 01:15:00,node-b,17.49,72.4,23.54,16.66,0
2026-03-03 01:15:00,node-c,17.70,84.9,24.97,17.12,0
2026-03-03 01:15:00,node-d,19.82,67.2,26.06,17.21,0
2026-03-03 01:15:00,node-e,18.34,72.0,25.97,17.99,0
2026-03-03 01:15:00,node-f,20.20,55.4,26.77,17.96,0
2026-03-03 01:30:00,node-a,17.39,73.6,23.33,15.92,0
2026-03-03 01:30:00,node-b,,86.1,23.54,16.66,0
2026-03-03 01:30:00,node-c,18.89,75.8,24.97,17.12,0
2026-03-03 01:30:00,node-d,17.51,69.3,26.06,17.21,0
2026-03-03 01:30:00,node-e,18.29,67.9,25.97,17.99,0
2026-03-03 01:30:00,node-f,20.32,63.7,26.77,17.96,0
2026-03-03 01:45:00,NODE-A,16.86,72.8,23.33,15.92,0
2026-03-03 01:45:00,node-b,16.96,76.9,23.54,16.66,0
2026-03-03 01:45:00,node-c,18.29,67.6,24.97,17.12,0
2026-03-03 01:45:00,node-d,19.36,65.4,26.06,17.21,0
2026-03-03 01:45:00,node-e,20.27,62.9,25.97,17.99,0
2026-03-03 01:45:00, NODE-F ,20.70,68.9,26.77,17.96,0
2026-03-03 02:00:00,node-a,16.66,,23.33,15.92,0
2026-03-03 02:00:00,node-b,16.98,69.2,23.54,16.66,0
2026-03-03 02:00:00,node-c,19.10,68.6,24.97,17.12,0
2026-03-03 02:00:00,node-d,18.53,65.5,26.06,17.21,0
2026-03-03 02:00:00,node-e,18.43,68.0,25.97,17.99,0
2026-03-03 02:00:00,node-f,20.19,76.1,26.77,17.96,0
2026-03-03 02:15:00,node-a,17.71,78.0,23.33,15.92,0
2026-03-03 02:15:00,node-b,18.61,77.9,23.54,16.66,0
2026-03-03 02:15:00,node-c,19.06,71.2,24.97,17.12,0
2026-03-03 02:15:00,node-d,18.84,70.8,26.06,17.21,0
2026-03-03 02:15:00,node-e,19.04,69.5,25.97,17.99,0
2026-03-03 02:15:00,node-f,18.26,79.7,26.77,17.96,0
2026-03-03 02:30:00,node-a,17.68,77.8,23.33,15.92,0
2026-03-03 02:30:00,node-b,,71.9,23.54,16.66,0
2026-03-03 02:30:00,node-c,18.05,80.8,24.97,17.12,0
2026-03-03 02:30:00,NODE-D,19.44,75.5,26.06,17.21,0
2026-03-03 02:30:00,node-e,19.50,73.2,25.97,17.99,0
2026-03-03 02:30:00,node-f,20.05,63.3,26.77,17.96,0
2026-03-03 02:45:00,node-a,17.73,81.9,23.33,15.92,0
2026-03-03 02:45:00,node-b,17.47,80.7,23.54,16.66,0
2026-03-03 02:45:00,node-b,17.47,80.7,23.54,16.66,0
2026-03-03 02:45:00, NODE-C ,18.61,64.0,24.97,17.12,0
2026-03-03 02:45:00,node-d,18.83,73.2,26.06,17.21,0
2026-03-03 02:45:00,node-e,19.23,71.4,25.97,17.99,0
2026-03-03 02:45:00,node-f,19.91,73.3,26.77,17.96,0
2026-03-03 03:00:00,node-a,16.97,74.3,23.33,15.92,0
2026-03-03 03:00:00,node-b,17.59,75.4,23.54,16.66,0
2026-03-03 03:00:00,node-c,17.42,74.6,24.97,17.12,0
2026-03-03 03:00:00,node-d,18.65,75.1,26.06,17.21,0
2026-03-03 03:00:00,node-e,,73.7,25.97,17.99,0
2026-03-03 03:00:00,node-f,19.97,71.6,26.77,17.96,0
2026-03-03 03:15:00,node-a,17.97,73.7,23.33,15.92,0
2026-03-03 03:15:00,node-b ,,73.2,23.54,16.66,0
2026-03-03 03:15:00,node-c,19.16,75.2,24.97,17.12,0
2026-03-03 03:15:00,node-c,19.16,75.2,24.97,17.12,0
2026-03-03 03:15:00,node-d,18.32,76.7,26.06,17.21,0
2026-03-03 03:15:00,node-e,19.17,65.1,25.97,17.99,0
2026-03-03 03:15:00,node-f,19.10,60.7,26.77,17.96,0
2026-03-03 03:30:00,NODE-A,17.62,73.5,23.33,15.92,0
2026-03-03 03:30:00,node-b,17.89,71.2,23.54,16.66,0
2026-03-03 03:30:00,node-c,18.97,80.2,24.97,17.12,0
2026-03-03 03:30:00,node-d,18.66,74.6,26.06,17.21,0
2026-03-03 03:30:00,node-e,20.60,66.7,25.97,17.99,0
2026-03-03 03:30:00,node-f,19.69,60.5,26.77,17.96,0
2026-03-03 03:45:00,node-a,,73.5,23.33,15.92,0
2026-03-03 03:45:00,node-b,18.16,70.7,23.54,16.66,0
2026-03-03 03:45:00,node-c,17.93,66.2,24.97,17.12,0
2026-03-03 03:45:00,node-d,19.11,69.6,26.06,17.21,0
2026-03-03 03:45:00,node-e,19.57,66.1,25.97,17.99,0
2026-03-03 03:45:00,node-f,20.48,,26.77,17.96,0
2026-03-03 04:00:00,node-a,17.41,92.7,23.33,15.92,0
2026-03-03 04:00:00,node-b,17.28,68.9,23.54,16.66,0
2026-03-03 04:00:00,node-c,19.99,60.5,24.97,17.12,0
2026-03-03 04:00:00,node-d,18.39,68.8,26.06,17.21,0
2026-03-03 04:00:00,node-d,18.39,68.8,26.06,17.21,0
2026-03-03 04:00:00,node-e ,19.44,73.3,25.97,17.99,0
2026-03-03 04:00:00,node-f,20.12,62.8,26.77,17.96,0
2026-03-03 04:15:00,node-a,16.72,82.6,23.33,15.92,0
2026-03-03 04:15:00,node-b,17.49,70.7,23.54,16.66,0
2026-03-03 04:15:00,node-c,17.56,77.3,24.97,17.12,0
2026-03-03 04:15:00, NODE-D ,19.04,69.7,26.06,17.21,0
2026-03-03 04:15:00,node-e,18.84,68.2,25.97,17.99,0
2026-03-03 04:15:00,node-f,21.20,69.1,26.77,17.96,0
2026-03-03 04:30:00,node-a,17.48,82.1,23.33,15.92,0
2026-03-03 04:30:00,node-b,18.42,67.9,23.54,16.66,0
2026-03-03 04:30:00,node-c,17.65,69.2,24.97,17.12,0
2026-03-03 04:30:00,node-d,18.97,75.6,26.06,17.21,0
2026-03-03 04:30:00,node-d,18.97,75.6,26.06,17.21,0
2026-03-03 04:30:00,node-e,19.96,54.2,25.97,17.99,0
2026-03-03 04:30:00,node-f,19.98,66.2,26.77,17.96,0
2026-03-03 04:45:00,node-a,18.36,77.1,23.33,15.92,0
2026-03-03 04:45:00,node-b,17.10,77.4,23.54,16.66,0
2026-03-03 04:45:00,node-c,19.20,84.6,24.97,17.12,0
2026-03-03 04:45:00,node-d,19.15,72.4,26.06,17.21,0
2026-03-03 04:45:00,node-e,18.50,67.0,25.97,17.99,0
2026-03-03 04:45:00,node-f,20.88,55.1,26.77,17.96,0
2026-03-03 05:00:00,node-a,18.53,80.7,23.33,15.92,0
2026-03-03 05:00:00,node-b ,18.15,65.7,23.54,16.66,0
2026-03-03 05:00:00,node-c,18.84,68.8,24.97,17.12,0
2026-03-03 05:00:00,node-d,19.23,73.2,26.06,17.21,0
2026-03-03 05:00:00,node-e,19.68,67.5,25.97,17.99,0
2026-03-03 05:00:00,node-f,19.61,,26.77,17.96,0
2026-03-03 05:15:00, NODE-A ,16.88,85.0,23.33,15.92,0
2026-03-03 05:15:00,node-b,17.12,73.2,23.54,16.66,0
2026-03-03 05:15:00,node-c,19.34,71.1,24.97,17.12,0
2026-03-03 05:15:00,node-d,18.38,69.0,26.06,17.21,0
2026-03-03 05:15:00,node-e,20.31,61.8,25.97,17.99,0
2026-03-03 05:15:00,node-f,20.08,61.0,26.77,17.96,0
2026-03-03 05:30:00,node-a,17.44,76.2,23.33,15.92,0
2026-03-03 05:30:00,node-b,18.86,73.6,23.54,16.66,0
2026-03-03 05:30:00,node-c,19.54,56.3,24.97,17.12,0
2026-03-03 05:30:00,node-d,18.17,57.5,26.06,17.21,0
2026-03-03 05:30:00,node-e,19.23,72.4,25.97,17.99,0
2026-03-03 05:30:00,node-f,21.28,53.8,26.77,17.96,0
2026-03-03 05:45:00,node-a,17.34,67.4,23.33,15.92,0
2026-03-03 05:45:00,node-b,17.96,82.3,23.54,16.66,0
2026-03-03 05:45:00,node-c,18.96,64.3,24.97,17.12,0
2026-03-03 05:45:00,node-d,20.28,68.9,26.06,17.21,0
2026-03-03 05:45:00,NODE-E,20.67,66.5,25.97,17.99,0
2026-03-03 05:45:00,node-f,20.45,62.2,26.77,17.96,0
2026-03-03 06:00:00,node-a,18.28,75.2,23.33,15.92,0
2026-03-03 06:00:00,node-b,18.71,72.8,23.54,16.66,0
2026-03-03 06:00:00,node-c,19.28,70.1,24.97,17.12,0
2026-03-03 06:00:00, NODE-D ,19.26,62.8,26.06,17.21,0
2026-03-03 06:00:00,node-e,19.84,59.8,25.97,17.99,0
2026-03-03 06:00:00,node-f,20.61,67.8,26.77,17.96,0
2026-03-03 06:00:00,node-f,20.61,67.8,26.77,17.96,0
2026-03-03 06:15:00,node-a,18.60,64.4,23.33,15.92,0
2026-03-03 06:15:00,node-b,,68.0,23.54,16.66,0
2026-03-03 06:15:00,node-c,19.74,74.8,24.97,17.12,0
2026-03-03 06:15:00,node-c,19.74,74.8,24.97,17.12,0
2026-03-03 06:15:00,node-d,18.92,76.2,26.06,17.21,0
2026-03-03 06:15:00,node-e,19.63,71.6,25.97,17.99,0
2026-03-03 06:15:00,node-f,19.42,59.9,26.77,17.96,0
2026-03-03 06:15:00,node-f,19.42,59.9,26.77,17.96,0
2026-03-03 06:30:00,node-a,18.30,75.6,23.33,15.92,0
2026-03-03 06:30:00,node-b,18.79,,23.54,16.66,0
2026-03-03 06:30:00,node-c,19.86,72.5,24.97,17.12,0
2026-03-03 06:30:00,node-d,19.81,75.0,26.06,17.21,0
2026-03-03 06:30:00,node-e,19.96,64.3,25.97,17.99,0
2026-03-03 06:30:00,node-f,21.68,61.1,26.77,17.96,0
2026-03-03 06:45:00,node-a,18.82,83.9,23.33,15.92,0
2026-03-03 06:45:00,NODE-B,18.55,56.2,23.54,16.66,0
2026-03-03 06:45:00,node-c,20.26,67.0,24.97,17.12,0
2026-03-03 06:45:00,node-d,20.19,71.7,26.06,17.21,0
2026-03-03 06:45:00,node-e,21.99,59.1,25.97,17.99,0
2026-03-03 06:45:00,node-f,20.62,60.1,26.77,17.96,0
2026-03-03 07:00:00, NODE-A ,18.79,,23.33,15.92,0
2026-03-03 07:00:00,node-b,18.34,67.4,23.54,16.66,0
2026-03-03 07:00:00,node-c,20.36,64.9,24.97,17.12,0
2026-03-03 07:00:00,node-d,20.44,57.6,26.06,17.21,0
2026-03-03 07:00:00,node-e,20.92,64.4,25.97,17.99,0
2026-03-03 07:00:00,node-e,20.92,64.4,25.97,17.99,0
2026-03-03 07:00:00,node-f,21.70,61.4,26.77,17.96,0
2026-03-03 07:15:00,node-a,17.96,69.2,23.33,15.92,0
2026-03-03 07:15:00,node-b,18.41,71.4,23.54,16.66,0
2026-03-03 07:15:00,node-c,20.52,75.4,24.97,17.12,0
2026-03-03 07:15:00,node-d,20.12,68.0,26.06,17.21,0
2026-03-03 07:15:00,node-e,20.49,65.1,25.97,17.99,0
2026-03-03 07:15:00,node-f ,22.35,62.5,26.77,17.96,0
2026-03-03 07:30:00,node-a,17.80,60.0,23.33,15.92,0
2026-03-03 07:30:00,node-b,18.89,59.9,23.54,16.66,0
2026-03-03 07:30:00,node-c,19.98,63.3,24.97,17.12,0
2026-03-03 07:30:00,node-d,20.38,77.2,26.06,17.21,0
2026-03-03 07:30:00,NODE-E,20.10,55.0,25.97,17.99,0
2026-03-03 07:30:00,node-f,21.36,66.8,26.77,17.96,0
2026-03-03 07:45:00,node-a,18.98,68.9,23.33,15.92,0
2026-03-03 07:45:00,node-b,19.37,62.7,23.54,16.66,0
2026-03-03 07:45:00,node-c,20.72,70.2,24.97,17.12,0
2026-03-03 07:45:00,node-d,19.81,65.1,26.06,17.21,0
2026-03-03 07:45:00,node-e,20.69,55.3,25.97,17.99,0
2026-03-03 07:45:00,node-f,21.98,64.0,26.77,17.96,0
2026-03-03 08:00:00,node-a,19.34,74.4,23.33,15.92,0
2026-03-03 08:00:00,node-b,19.26,60.6,23.54,16.66,0
2026-03-03 08:00:00,node-c,20.91,66.6,24.97,17.12,0
2026-03-03 08:00:00,node-d,21.22,65.0,26.06,17.21,0
2026-03-03 08:00:00,node-e,21.28,64.4,25.97,17.99,1
2026-03-03 08:00:00,node-f,21.31,61.3,26.77,17.96,0
2026-03-03 08:15:00,node-a,18.66,62.3,23.33,15.92,0
2026-03-03 08:15:00,node-a,18.66,62.3,23.33,15.92,0
2026-03-03 08:15:00,node-b,19.63,67.5,23.54,16.66,0
2026-03-03 08:15:00,node-c ,20.04,66.1,24.97,17.12,0
2026-03-03 08:15:00,node-d,21.72,66.3,26.06,17.21,0
2026-03-03 08:15:00,node-e,22.27,63.8,25.97,17.99,0
2026-03-03 08:15:00,node-f,,66.1,26.77,17.96,0
2026-03-03 08:30:00,node-a,19.02,71.8,23.33,15.92,0
2026-03-03 08:30:00, NODE-B ,19.45,62.2,23.54,16.66,0
2026-03-03 08:30:00,node-c,21.51,,24.97,17.12,0
2026-03-03 08:30:00,node-d,20.81,62.7,26.06,17.21,0
2026-03-03 08:30:00,node-e,22.15,50.8,25.97,17.99,0
2026-03-03 08:30:00,node-f,22.69,70.0,26.77,17.96,0
2026-03-03 08:45:00,node-a,19.36,60.6,23.33,15.92,0
2026-03-03 08:45:00,node-b,20.81,65.7,23.54,16.66,0
2026-03-03 08:45:00,node-c,19.81,68.8,24.97,17.12,0
2026-03-03 08:45:00,node-d,21.04,64.6,26.06,17.21,0
2026-03-03 08:45:00,node-e,20.79,56.9,25.97,17.99,0
2026-03-03 08:45:00,node-e,20.79,56.9,25.97,17.99,0
2026-03-03 08:45:00,node-f,22.58,55.4,26.77,17.96,1
2026-03-03 09:00:00,node-a,20.35,73.9,23.33,15.92,0
2026-03-03 09:00:00,node-b,,54.1,23.54,16.66,0
2026-03-03 09:00:00,node-c,21.13,,24.97,17.12,0
2026-03-03 09:00:00,node-d,21.93,59.8,26.06,17.21,0
2026-03-03 09:00:00,node-e,22.50,58.2,25.97,17.99,0
2026-03-03 09:00:00,node-f ,,59.9,26.77,17.96,1
2026-03-03 09:15:00,node-a,21.30,62.3,23.33,15.92,0
2026-03-03 09:15:00,node-b,20.99,61.6,23.54,16.66,0
2026-03-03 09:15:00,node-c,20.11,69.2,24.97,17.12,0
2026-03-03 09:15:00,node-d,22.12,66.4,26.06,17.21,0
2026-03-03 09:15:00, NODE-E ,23.03,58.5,25.97,17.99,1
2026-03-03 09:15:00,node-f,21.31,50.5,26.77,17.96,0
2026-03-03 09:30:00,node-a,19.58,70.5,23.33,15.92,0
2026-03-03 09:30:00,node-b,20.18,64.5,23.54,16.66,0
2026-03-03 09:30:00,node-c,21.45,56.9,24.97,17.12,0
2026-03-03 09:30:00,node-d,22.03,56.1,26.06,17.21,0
2026-03-03 09:30:00,node-e,21.61,55.7,25.97,17.99,1
2026-03-03 09:30:00,node-f,22.72,63.8,26.77,17.96,1
2026-03-03 09:45:00,node-a,20.72,74.1,23.33,15.92,0
2026-03-03 09:45:00,node-b,19.92,60.8,23.54,16.66,0
2026-03-03 09:45:00,node-c,23.46,63.8,24.97,17.12,0
2026-03-03 09:45:00,node-d,22.83,58.7,26.06,17.21,0
2026-03-03 09:45:00,node-e,23.07,57.7,25.97,17.99,1
2026-03-03 09:45:00,node-f,23.09,56.0,26.77,17.96,1
2026-03-03 10:00:00,node-a,19.95,65.7,23.33,15.92,0
2026-03-03 10:00:00,node-b,21.32,64.4,23.54,16.66,0
2026-03-03 10:00:00,NODE-C,21.09,69.1,24.97,17.12,0
2026-03-03 10:00:00,node-d,21.56,58.4,26.06,17.21,0
2026-03-03 10:00:00,node-e,22.26,55.7,25.97,17.99,1
2026-03-03 10:00:00,node-f,23.32,53.7,26.77,17.96,1
2026-03-03 10:15:00,node-a,21.02,72.2,23.33,15.92,0
2026-03-03 10:15:00, NODE-B ,20.66,66.3,23.54,16.66,0
2026-03-03 10:15:00,node-c,21.38,53.3,24.97,17.12,0
2026-03-03 10:15:00,node-d,23.01,56.1,26.06,17.21,1
2026-03-03 10:15:00,node-e,23.91,54.0,25.97,17.99,1
2026-03-03 10:15:00,node-f,23.04,59.9,26.77,17.96,1
2026-03-03 10:30:00,node-a,20.38,66.2,23.33,15.92,0
2026-03-03 10:30:00,node-b,20.20,63.6,23.54,16.66,0
2026-03-03 10:30:00,node-c,21.28,58.8,24.97,17.12,0
2026-03-03 10:30:00,node-d,22.17,59.4,26.06,17.21,0
2026-03-03 10:30:00,node-e,22.83,54.1,25.97,17.99,1
2026-03-03 10:30:00,node-f,22.85,38.4,26.77,17.96,1
2026-03-03 10:45:00,node-a,20.18,70.1,23.33,15.92,0
2026-03-03 10:45:00,node-b,20.91,60.7,23.54,16.66,0
2026-03-03 10:45:00,node-c,22.68,55.6,24.97,17.12,1
2026-03-03 10:45:00,node-d,23.65,54.4,26.06,17.21,1
2026-03-03 10:45:00,node-e,23.39,46.0,25.97,17.99,1
2026-03-03 10:45:00,NODE-F,23.31,50.6,26.77,17.96,0
2026-03-03 11:00:00,node-a,20.75,58.5,23.33,15.92,0
2026-03-03 11:00:00,node-b,22.49,64.4,23.54,16.66,0
2026-03-03 11:00:00,node-c,21.55,60.8,24.97,17.12,1
2026-03-03 11:00:00,node-d,22.82,61.6,26.06,17.21,1
2026-03-03 11:00:00, NODE-E ,22.78,56.7,25.97,17.99,0
2026-03-03 11:00:00,node-f,23.61,50.0,26.77,17.96,1
2026-03-03 11:15:00,node-a,20.85,53.2,23.33,15.92,0
2026-03-03 11:15:00,node-b,21.96,60.1,23.54,16.66,0
2026-03-03 11:15:00,node-c,21.64,60.0,24.97,17.12,0
2026-03-03 11:15:00,node-d,23.46,51.6,26.06,17.21,1
2026-03-03 11:15:00,node-e,23.44,42.4,25.97,17.99,1
2026-03-03 11:15:00,node-f,24.95,52.0,26.77,17.96,1
2026-03-03 11:30:00,node-a,21.68,70.3,23.33,15.92,0
2026-03-03 11:30:00,node-b,23.16,73.8,23.54,16.66,0
2026-03-03 11:30:00,node-c,22.43,54.6,24.97,17.12,0
2026-03-03 11:30:00,node-d ,,49.2,26.06,17.21,1
2026-03-03 11:30:00,node-e,23.36,51.0,25.97,17.99,1
2026-03-03 11:30:00,node-f,25.10,40.3,26.77,17.96,1
2026-03-03 11:45:00,node-a,21.13,63.5,23.33,15.92,0
2026-03-03 11:45:00,node-b,22.33,52.0,23.54,16.66,0
2026-03-03 11:45:00,NODE-C,23.34,70.0,24.97,17.12,0
2026-03-03 11:45:00,node-d,25.04,55.4,26.06,17.21,1
2026-03-03 11:45:00,node-e,22.90,43.7,25.97,17.99,1
2026-03-03 11:45:00,node-f,23.54,47.8,26.77,17.96,1
2026-03-03 12:00:00,node-a,21.84,50.0,23.33,15.92,0
2026-03-03 12:00:00,node-b,,45.1,23.54,16.66,0
2026-03-03 12:00:00,node-c,21.80,50.2,24.97,17.12,1
2026-03-03 12:00:00,node-d,22.93,48.6,26.06,17.21,1
2026-03-03 12:00:00,node-e,23.86,54.5,25.97,17.99,0
2026-03-03 12:00:00,node-f,24.66,45.3,26.77,17.96,1
2026-03-03 12:15:00,node-a,21.73,58.2,23.33,15.92,0
2026-03-03 12:15:00,node-b,22.82,54.8,23.54,16.66,0
2026-03-03 12:15:00,node-c,22.55,47.9,24.97,17.12,0
2026-03-03 12:15:00,node-d,23.09,60.5,26.06,17.21,1
2026-03-03 12:15:00,node-e,23.67,50.8,25.97,17.99,1
2026-03-03 12:15:00,node-f,24.14,44.1,26.77,17.96,1
2026-03-03 12:30:00,node-a ,21.43,58.7,23.33,15.92,0
2026-03-03 12:30:00,node-b,,68.2,23.54,16.66,0
2026-03-03 12:30:00,node-c,22.57,61.4,24.97,17.12,0
2026-03-03 12:30:00,node-d,22.74,49.6,26.06,17.21,1
2026-03-03 12:30:00,node-e,22.65,46.8,25.97,17.99,0
2026-03-03 12:30:00, NODE-F ,24.30,35.6,26.77,17.96,1
2026-03-03 12:45:00,node-a,21.47,55.8,23.33,15.92,0
2026-03-03 12:45:00,node-b,22.56,61.2,23.54,16.66,0
2026-03-03 12:45:00,node-c,23.47,49.2,24.97,17.12,1
2026-03-03 12:45:00,node-d,25.04,50.0,26.06,17.21,1
2026-03-03 12:45:00,node-e,25.06,62.7,25.97,17.99,1
2026-03-03 12:45:00,node-f,24.27,50.7,26.77,17.96,1
2026-03-03 13:00:00,node-a,22.97,65.7,23.33,15.92,0
2026-03-03 13:00:00,node-b,22.66,52.5,23.54,16.66,0
2026-03-03 13:00:00,node-c,24.01,53.0,24.97,17.12,1
2026-03-03 13:00:00,node-d,24.01,45.3,26.06,17.21,1
2026-03-03 13:00:00,node-e,23.84,43.6,25.97,17.99,1
2026-03-03 13:00:00,node-f,24.85,48.0,26.77,17.96,1
2026-03-03 13:15:00,node-a,22.22,60.7,23.33,15.92,0
2026-03-03 13:15:00,node-b,21.67,71.5,23.54,16.66,0
2026-03-03 13:15:00,node-c,24.39,57.3,24.97,17.12,0
2026-03-03 13:15:00,node-d ,23.30,,26.06,17.21,1
2026-03-03 13:15:00,node-e,25.52,51.4,25.97,17.99,1
2026-03-03 13:15:00,node-f,24.86,48.5,26.77,17.96,1
2026-03-03 13:30:00,node-a,22.38,56.4,23.33,15.92,0
2026-03-03 13:30:00,node-b,22.52,51.2,23.54,16.66,0
2026-03-03 13:30:00, NODE-C ,24.61,51.9,24.97,17.12,1
2026-03-03 13:30:00,node-d,23.30,54.3,26.06,17.21,1
2026-03-03 13:30:00,node-e,24.94,56.5,25.97,17.99,1
2026-03-03 13:30:00,node-f,24.35,51.9,26.77,17.96,1
2026-03-03 13:45:00,node-a,22.72,64.3,23.33,15.92,0
2026-03-03 13:45:00,node-b,22.70,57.1,23.54,16.66,0
2026-03-03 13:45:00,node-c,22.12,51.8,24.97,17.12,0
2026-03-03 13:45:00,node-d,24.38,47.5,26.06,17.21,1
2026-03-03 13:45:00,node-e,24.10,56.3,25.97,17.99,1
2026-03-03 13:45:00,node-f,23.75,49.4,26.77,17.96,1
2026-03-03 14:00:00,node-a,22.03,59.9,23.33,15.92,0
2026-03-03 14:00:00,node-b,22.81,57.8,23.54,16.66,0
2026-03-03 14:00:00,node-c,23.70,53.0,24.97,17.12,1
